[06/11/2021 08:15:10 AM][ INFO    ] Loading Graph Engine Extensions.
[06/11/2021 08:15:19 AM][ INFO    ] Load storage complete, image version = 65
[06/11/2021 08:15:19 AM][ INFO    ] Initializing logging facility
[06/11/2021 08:15:19 AM][ INFO    ] Dropping write-ahead-log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\B\write_ahead_log\primary_storage_log_65.dat
[06/11/2021 08:15:19 AM][ INFO    ] Creating write-ahead log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\B\write_ahead_log\primary_storage_log_65.dat
[06/11/2021 08:15:19 AM][ INFO    ] Loading cell type signatures.
[06/11/2021 08:15:20 AM][ INFO    ] Loading storage from [SLOT B]
[06/11/2021 08:15:22 AM][ INFO    ] Load storage complete, image version = 65
[06/11/2021 08:15:22 AM][ INFO    ] Initializing logging facility
[06/11/2021 08:15:22 AM][ INFO    ] Dropping write-ahead-log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\B\write_ahead_log\primary_storage_log_65.dat
[06/11/2021 08:15:22 AM][ INFO    ] Creating write-ahead log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\B\write_ahead_log\primary_storage_log_65.dat
[06/11/2021 08:15:22 AM][ INFO    ] Loading cell type signatures.
[06/11/2021 08:15:34 AM][ INFO    ] Saving storage to [SLOT A]
[06/11/2021 08:15:37 AM][ INFO    ] Save storage complete, image version = 66.
[06/11/2021 08:15:37 AM][ INFO    ] Creating write-ahead log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\A\write_ahead_log\primary_storage_log_66.dat
[06/11/2021 08:15:37 AM][ INFO    ] Dropping write-ahead-log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\B\write_ahead_log\primary_storage_log_65.dat
[06/11/2021 08:15:37 AM][ INFO    ] Saving cell type signatures.
